"category","popular","genre"
2,-0.471997825237776,-0.40640186353719
1,0.921751379003142,1.42134397784658
1,0.226578699099836,1.704000762107
2,-0.502085745306569,-0.825544887692929
2,-0.387118254437884,-0.521966132729749
2,-0.429070518015558,-0.464684601917674
2,-1.00446235734749,-0.921012226690745
2,-0.0593951494809619,-0.943999575511697
1,-0.915129049485731,-0.557040843495161
2,-0.0895796079373755,-0.941196478449208
1,-0.338360443331782,1.4175387331982
2,0.502565952228693,0.572285204403703
2,0.29983686549162,-0.982125246601211
1,-0.808937659125408,0.302051187223534
1,-0.420247015846328,0.332672516349212
2,-0.494481532886668,-1.34977244560708
1,-0.719775358547343,0.579865930892711
1,-0.353301963817512,0.541095882801312
1,-0.422870655248058,-0.00280106182724454
1,-0.431234362683105,0.351536274253717
2,-0.479531174624751,-0.40939796518682
2,-0.929004547685854,-1.48239939218479
1,-0.76243883138913,0.966640404165701
2,-1.07177890221625,-1.89715585594349
1,-0.286098098609368,1.12990800751089
2,-0.0653673352463525,-0.450483442511744
1,0.0781114064482895,0.22667994347703
2,-0.410912054717515,-0.531892133598545
1,-0.360494748119238,-0.143560176219723
1,-0.804908340636787,-0.38804970095431
2,0.294726443410285,-0.981650664320898
2,-0.554287709540855,-0.713123252537832
2,-0.533726093726975,-0.521575170166164
2,-0.982012430126294,-1.90549207090619
1,-0.482578675925214,-0.597431106491674
2,0.04224700884727,-0.120625288645592
2,-0.557743594541331,-0.820376189572348
2,-0.53482411890687,-1.96159189712825
1,-0.325049260820872,0.613715795316512
1,-0.27090931343939,0.832814588555003
2,-0.554794933678787,-0.727655787669844
1,0.553573752347765,1.38985139177952
1,-0.0128874878099293,0.449794113450431
1,-0.757652141662962,0.450946857998124
1,-0.973290642027242,-0.372412781872779
2,0.382125892317616,-0.28788211194237
1,-0.262088417194265,0.735880209154568
1,-0.426542317568387,-0.109447522197863
2,-0.911303726003454,-0.606883384291036
2,-0.586935868691716,-1.24531740818191
2,-0.541448499832965,-1.9609767201907
1,-0.457484603785141,-0.693792770252108
1,-0.815368872371999,0.255043050358938
2,0.804557933976842,0.34545291390109
2,-0.428983167258343,-0.0989069968385292
2,0.372831197654119,-0.0549813684782255
1,-0.421942066707826,0.684149507859293
1,-0.729342504386072,0.85958070610055
1,-0.887658569433,0.595456501648002
2,0.446603750302459,-0.0618322989303821
1,-0.261233185204807,1.76632418081604
1,-0.832115405939563,0.886366443001526
1,0.114030654981374,1.60577340012868
2,-0.463201221347375,-0.922348947731353
1,-0.270423901650188,1.66790653836468
1,-0.210719725051121,1.40248542969961
1,-0.907879623448855,-0.727088222591066
2,-1.02659650322667,-1.41261513690453
2,0.915146781403613,0.335183017099274
1,-0.04253077891946,0.237883449278036
1,-0.296325943254165,0.415493361819938
1,-0.832624454744651,0.806382677227114
2,-0.499058919696469,-1.53046181601422
1,0.0184684476763349,0.369975320510191
1,-0.367075764992051,0.275071819158906
1,-0.31953076638701,0.0993639779177437
1,-0.423496407118338,0.490529054723974
2,-0.227900466928844,-2.07223375397118
1,0.547935917692036,0.933109638794513
2,-0.10349314643765,-0.475089849712266
1,-0.855344360552306,-0.599230999889843
1,-0.500937209555919,-0.604375274031787
1,-0.436971899487298,-0.237735054132346
2,-1.05714198762029,-1.80253530239426
2,0.797870443744474,-1.16167994845539
2,-0.50627782126829,-0.624109159914826
2,-0.524196694378835,-0.92763113954766
1,-0.244036668878555,0.880257213008472
2,-0.0777479401524177,-0.845209119890281
1,0.0274253870480734,0.71075073213186
1,-0.730196896848939,0.686220134882059
2,0.59048454360734,1.1103264184833
2,0.0746468873552886,0.0979599280526051
1,-0.352202755584654,0.673724400494313
1,-0.51967759702812,-0.682306072433064
2,-0.54709483909907,-2.02817011789299
2,0.420300477054526,-0.059389630360343
2,-0.014455482733251,-0.495482379681156
1,-0.0483216140120275,0.220524364658098
1,-0.506529197985907,-0.356564480708815
1,-0.374434825170623,-0.213350031420702
2,1.32311645192648,-1.49984989163725
1,-0.66263988461713,1.14755978300177
1,-0.353208745641415,0.682210373271707
1,-0.847130914237622,-0.207810006880404
2,-1.03433884008832,-1.05320385395152
2,0.39317187406854,-0.148216343070362
2,0.0216512492280622,-0.0317699515299243
2,-0.535698949363263,-0.663681052019951
2,-0.558359679580487,-1.95940625377528
1,-0.862392726211837,0.845505946198967
1,0.0833826508298537,0.459622213950774
1,-0.278003645027892,0.534103261200552
2,-0.52169995086411,-0.530524202292306
1,-0.767889926783093,0.0829886094143055
1,0.133090450612244,1.6040034012658
2,-0.459721441033902,-0.693585045076905
2,-0.516055668837198,-0.524645672227183
1,-0.27895554669741,1.19735913038259
1,-0.791404827994211,0.802554792926061
1,0.129213922437447,1.55054859149925
2,-0.503553744118156,-1.03298444677605
2,-0.58053258785649,-1.30903941504259
2,0.327904369174764,-0.14062195182046
1,0.00258959683800691,0.68788668090874
2,-0.137878073812054,-0.731894650848888
2,-0.963782830614222,-0.537544951378165
2,-0.975732377987099,-0.811193264509262
1,-0.65967277213997,1.29030192276708
1,-0.8900264557907,0.0591592844516445
1,-0.790404773861884,0.25934044792025
2,-0.86599849448829,-0.415823413853221
2,-0.187622724138258,-1.16907784819377
1,-0.697806241508416,0.843201388622631
2,-0.483317646051064,-0.838557970987541
1,-0.79570641361714,0.747283451211775
2,-0.661493110065911,-1.94982870854764
2,-0.583269592230893,-1.12562491457333
2,0.0153704120265788,-0.494058326500913
2,-0.101417683182784,-0.869076540135499
2,-1.00856070035039,-1.90302665055131
2,-0.0649531769507752,-0.411478440606457
2,-0.502789021666775,-0.732485346543774
1,0.0331384189971367,0.26494984005601
1,-0.395889939970921,0.681730162154175
1,-0.0506979818961981,0.0209068798304179
1,-0.777405393406424,0.567597978723814
1,-0.229361408558898,1.12463912221863
2,-0.875016082466361,-1.12959509533624
2,-0.59985471977498,-1.32721096855591
2,-0.393004702514354,-0.542475560410142
1,-0.836503750079234,0.968803440309846
2,-0.509216873762874,-0.979858443857808
1,-0.383336057619132,0.601492548413795
1,-0.868637576671193,0.65647947272019
2,-0.998998491197903,-2.10998305570129
2,0.24153809680669,-0.976711297979823
2,-0.968136651999732,-1.81755715022662
2,-0.620090076918038,-1.39444442101609
1,-0.863130018669529,-0.36400316690375
1,-0.819816053834981,-0.603304534789315
1,-0.832082338676175,-0.324047563690502
2,-0.507562785232198,-0.980012051738768
1,-0.345649409102857,1.4150157522679
2,-0.983745352038573,-0.49152823785823
2,-0.342754757495374,-0.11573251953706
1,-0.441236481239692,0.472386639805677
1,-0.254938982795191,1.32854852974923
1,-0.819080546336373,0.0877424556860221
1,-0.485171815113356,-0.67045007764443
1,-0.249901607772727,1.49585360775085
2,-0.871918636665784,-0.54607597248549
2,0.00132919013819661,-0.0616305772907187
1,-0.775177078147687,-0.187699303308349
1,-0.766101945164472,0.745200640461266
1,0.0710386613227445,0.485057583170326
2,-0.935792328065158,-0.357255339828611
1,-0.349397516816502,0.840103440619192
2,-0.485747456990023,-1.41420548683329
1,-0.326954684867091,0.45964603431929
1,-0.451750537762882,-0.0102312357032449
2,-0.514576308327989,-0.891219438687147
2,-0.425103095634292,-0.197928457004827
1,-0.374306400871729,0.22896360065051
2,-0.787097724276544,-0.196323977609227
1,-0.900655894043693,0.281440586280146
2,-0.435485100803043,-1.03930568041354
2,-0.514624784138932,-0.531181241711867
1,0.0810292118041274,0.791128164378449
2,-0.0256770771151831,0.0811937757379966
2,-0.507121622465285,-1.31585676648653
2,0.228054114681216,-1.43676988057386
1,0.056980769872696,1.31026609543378
2,-0.161320882073016,-1.1715203838562
2,-0.601483294989959,-1.2472419963313
1,-0.261845511246263,1.11551904022889
2,-0.530711853562435,-1.48924102177055
2,-0.468885359724092,-0.900242561943879
2,-0.571794739710569,-2.01176776744553
1,-0.304276483469818,0.606517783235425
1,-0.0876155341007585,-0.314008812800186
1,-0.848058192385716,0.761926105911901
1,-0.146492075843998,2.97071223644733
2,-0.480482417213238,-0.285106855340921
1,-0.281159359400743,2.1554965267014
1,-0.963821394402459,-0.455151949898565
1,-0.902860460200446,-0.621056223877075
1,-0.883848522480595,0.0202563391694063
1,-0.718912951018211,1.50802159998162
1,-0.762838887617481,0.552478034837034
1,-0.994883273766158,-0.607345331532677
1,-0.863694336026109,0.754263613863309
2,-0.0431101258615135,-0.484645344707811
1,-0.248416001166371,0.830725734198076
2,-0.0326852951141901,-0.640500969409184
2,-0.0317306237572651,-1.18355485758833
1,-0.892761093254221,-0.54668840844678
2,-0.409516627673767,-0.0606311383681509
2,0.412558155656383,-0.117121709192808
2,-0.0624548943190772,-0.0176936236868451
1,-0.763597640943265,0.513541545468144
2,-0.457785859618026,-0.125260330071192
2,-0.514729408982617,-0.638434289529293
2,-0.561970055791986,-1.83525626342469
2,-0.333369693327156,0.140913884137111
2,-0.475331861863573,-0.176866789957023
2,-0.0153164057033584,-0.487226424485786
2,-0.489961784288355,-0.71709570875252
2,-0.873423349400696,-0.769832611011157
2,0.01532506615779,-0.555647406883286
1,-0.189255177186646,2.64378658844444
1,-0.924258658996444,0.13123175544298
1,-0.814606762681969,-0.184978882778922
2,0.0851911860214555,0.226022475682693
1,-0.47878138327956,-0.210510252032733
1,0.168624997500834,1.2386087160361
1,0.0877759502101954,0.783698531732835
2,-0.105757218444716,-0.433497899543098
1,-0.397860515939684,0.370817924596128
2,0.2729981341722,-1.06850786525864
2,-0.0120335382858673,-0.703992530862572
1,-0.354814770234982,0.541236370437724
2,-0.459217922265143,-1.2604535518394
1,-0.799229803130003,-0.026293158237559
2,0.299630503524978,-0.417629052774619
1,-0.368750287375598,0.592925773479791
2,-0.0599575741759951,-0.399195192262492
1,-0.81704144089053,-0.442352209411818
2,-0.949662626958361,-1.01514837832024
1,0.0106980934698255,0.0152052980460243
2,-0.0259263544740332,-0.627033786433455
1,-0.867198604041272,-0.0199811965222142
2,0.375884040153905,-0.989187411132481
2,0.252139897250681,-1.20663651567403
1,-0.825756660710695,0.645516899723368
2,0.232075982890644,-1.5022974804894
1,-0.342307370274301,0.100290303562988
2,0.885795726493194,0.134557365641935
1,-0.777462947472866,-0.188428264501394
2,-0.593602517038007,-1.21308122111815
2,-0.440650626207576,-1.0431039602957
2,-0.172665555552186,-1.60630624664033
2,-0.959364514754717,-0.941174987303334
1,-0.819467172032157,-0.506784025351387
2,-0.468470366499546,-1.03624248477885
1,-0.866835332206058,0.0804991607478209
1,-0.924445611623118,-0.720820442575275
1,0.0406337528517162,0.0750357824461888
2,-0.878689653952529,-0.844047327333363
1,-0.255083298830562,1.03566459324655
1,-0.792967874948652,1.66285736926551
2,-0.147334363252922,-0.884155020816069
2,-0.524800212629916,-0.895960681487055
1,-0.442928022546541,-0.315429113245353
2,-0.376276792122573,-0.234475099312894
1,0.200127916824324,1.29419641740856
1,-0.476420901471684,-0.0144802573784743
2,0.00995776111822081,-0.644461041306225
2,-0.42143256352692,-0.340044273727591
1,-0.435156298693771,0.549010370161694
1,-0.3647756548488,1.11271804047381
2,-0.0424407347240473,0.240411206676903
2,-0.40985430311297,-0.749003289133385
1,-0.822429141987772,-0.000916830900428131
1,-0.99873185395298,-0.651950970367414
2,0.425015585698781,-0.0598275016313851
2,-0.579916527842678,-1.7554128354085
2,-0.542609324311263,-0.98300154298726
1,-0.391083867239107,0.828168123578407
1,-0.370173130954774,-0.186632415871141
2,-0.408424955277826,-0.299991374800973
2,-0.889566287003265,-0.504156903745588
2,-0.482189866984653,-0.851227842286218
1,-0.420769412631456,0.37135282066696
2,-0.0740081151125225,-0.489951990287989
2,0.462017947696257,-0.0775401234282557
2,-0.458552489354331,-1.41673096311454
1,0.533204775208909,0.807450027363565
1,0.413631939008449,0.712017311571255
1,-0.814241220584308,-0.193803281242391
2,-0.447485050322273,-0.897449906876798
2,-0.00088102405598241,0.143798387685115
2,-0.611984036998424,-1.75243486776182
2,-0.435856540414977,-1.00999302916592
2,0.0145078097730755,-0.457901093707745
2,-0.441427547781528,-0.181643053110742
2,-0.997522980690966,-0.851527617280333
2,-0.551482509798964,-0.920694234729074
2,0.629003199540283,-1.87098368441116
1,-0.966525866080184,-0.589680243853743
1,-0.71480521942704,0.482137829434058
2,-0.13721141357526,-1.36463819190848
1,-0.405194589529928,0.583752719201314
1,0.0869516809506718,0.790578170881255
2,-0.472814095705513,-0.527231797830062
2,-0.136000020089937,-1.21749470248931
1,-0.263226686868847,1.07692240055973
1,-0.274349477565099,0.609007530839337
1,-0.42524448330907,-0.319392856811889
2,-1.02876408517232,-1.08974393501331
1,-0.461278972916363,0.29523270821143
2,-0.582910256824763,-1.52267491345542
1,-0.95090663454701,-0.553718337519676
2,0.0818708622416701,0.459762607065885
1,-0.305284737140798,1.77041505347516
1,-0.389184288854602,-0.552196967362943
1,-0.429970093171262,0.427904302522831
1,-0.399995038376906,0.703293975860268
1,-0.419067682099128,0.427698593778234
1,0.381919282127344,0.583699506939573
1,-0.920326263185817,0.130866571248563
1,-0.376084652369318,1.13826466048422
1,0.0855657426940182,0.790706876833082
2,-0.425257263483787,-0.119939683900942
2,0.241924031599304,-1.06562215088456
1,-0.802615147517262,-0.0280336163918606
2,-0.927545972738566,-0.764806482524814
1,-0.96002244850321,-0.981786634883
2,-0.506778832223959,-0.98839290795773
1,-0.300664186656288,1.06538116440742
1,-0.804383243147462,0.415248570675743
2,-0.413085170530943,-0.411872821036415
1,0.0943470421403477,0.59775295473014
2,-1.07386398384424,-1.89696222364112
1,-0.834463240332653,-0.0205656756944386
1,-0.981744982112642,-0.476897330335815
1,-0.806233870036213,1.17821071451779
2,-0.0974261026398074,-0.874719313517809
1,-0.338825399481869,-0.104920646088967
1,-0.318811965362746,0.651309435909957
1,-0.831218100017821,0.383162832775318
1,-0.858064194485913,-0.496128321497294
1,-0.426952234875994,0.473641881631681
2,-0.556813441446373,-1.98138337444403
1,-0.375373367148541,0.250896213463097
2,-0.544152899448006,-0.635701860196138
1,-0.40257541012797,0.583509487602564
1,-0.784656636448646,-0.0297013438316557
2,-0.47239799374593,-0.117885054200611
2,-0.0995703413728389,-0.408263697759793
2,0.710736893897509,-1.15358824132826
1,-0.825383126825296,-0.36750855368415
2,0.34359734668216,-1.05549926302788
1,-0.789493443045554,0.0733167618114199
2,-0.0330441574572934,-0.0584384766336215
1,-0.848121266192325,-0.439465963593231
1,-0.251073807882403,1.10215905318267
2,0.291679975680723,-0.648789808112527
1,-0.470350828920437,-0.281405878372689
1,-0.430457346030786,0.12641963489608
2,0.0468724006156414,-0.11605704366868
1,-0.367475609356484,1.0369510840451
2,-0.0892724398518343,-0.117997549814939
1,-0.92643140344433,-0.358124647467333
1,-0.777539169626279,0.755377316380625
1,-0.239623141757989,1.02507799124554
1,-0.782125607794544,0.0726325435611958
1,-0.913842023891536,0.130264408644104
1,-0.415831624871648,0.616877415481953
2,-0.600059937635827,-1.3963045313992
1,-0.442687706068033,-0.176888031709384
1,-0.39832231517239,0.424823937029765
2,-0.883075127710476,-1.1288466874732
1,-0.367895912788443,0.617694774248376
1,-0.418687039500366,0.372751991662434
2,-0.0427344125836101,-1.26832242354384
1,-0.870282495766855,0.699985943892803
2,-0.356223065155765,-0.292004418671803
1,-0.82026421281617,-0.0675422638697026
1,-0.295830950515925,0.668489400455351
1,-0.326623477987408,0.671348966195998
1,-0.362412899592754,0.783037921342556
1,-0.654225405394339,1.88385572445904
1,-0.102605389424418,2.49578467320039
2,-0.491896003229599,-0.605214890847548
2,-0.568190954793691,-1.95849326675878
2,-1.04905832774734,-1.14308112497644
2,0.657012687369642,-1.14859911204769
1,-0.328861914845342,1.04251608677671
2,-0.868952114449121,-0.561329091076041
1,-0.83822617842348,0.0778423552581995
2,0.681648395919516,-1.15088692126475
1,-0.267740713737967,0.836262880090044
1,-0.786420868312288,1.07585667602113
1,-0.429703089684732,-0.5072749439179
2,-0.554397697216774,-1.02826279388366
2,-0.992274541586344,-1.05711017917968
1,0.0131415146924756,0.0133349727922793
1,-0.344854716671078,0.738350805821655
2,-0.59725689191122,-1.30716703747176
1,0.562358937762704,0.931770236755855
1,-0.775156030969035,0.428547188138265
2,0.447587720109257,-0.431369184630235
2,-0.499109621910646,-0.892655761400225
2,0.0210593543754216,-0.445274793379389
1,-0.398224859317582,-0.00508980781469323
1,-0.495217216671834,-0.52658084705021
1,0.0599982843221613,0.812972123978815
1,-0.436804357958373,0.586688178492581
1,-0.440731645653999,0.472339757959202
1,-0.615467270186002,2.51623017963944
2,-0.343856395925621,-0.127499022196372
1,-0.943546307599548,-0.511761052812038
2,-0.967171798440312,-0.92447523585098
1,-0.425586395945271,-0.285562953138761
1,-0.816763449315516,0.867699102336998
1,0.035680584291611,0.249082273642687
2,-0.182907799363284,-1.71748835267472
2,-0.514156911031621,-0.716850022179203
2,-0.536411159239923,-0.97733303092561
1,-0.608466352463919,2.77620784283131
2,-0.0410502301696516,-0.742293087735014
2,-0.0653819283021504,-0.761421555474627
1,-0.393442674273282,0.437856647552859
2,-0.475781193173815,-0.103378943221549
2,-0.1208003091523,-1.72325600040709
2,-0.420596090562532,-0.394933819839382
1,-0.744873940762688,0.225327061715454
1,0.501823591781088,0.937391886411848
1,-0.347465211417384,0.129730909303167
2,-0.986405795961513,-1.18477756509047
1,-0.786915584499879,0.118477311985579
2,-0.875657781132062,-1.03090857377608
1,-0.672598007843028,2.47067401821876
1,-0.739844685681161,1.65792405379785
2,-0.489983768993994,-0.898283246055106
1,-0.394946184553124,0.953716872347001
2,-0.0859950213587575,-0.557421090662821
2,-0.155931231705223,-1.25781033595343
2,0.265363349233295,-1.20786451913356
2,-1.02302070131666,-1.40478791679723
1,-0.358921906755467,0.266130487505936
2,-0.458367847858466,-0.922797801735086
1,-0.426108429895996,0.411181259783746
1,-0.0270533434674569,-0.123775561918672
2,-0.464680484026373,0.0431528199073481
1,-0.998018898539167,-0.74482628512857
1,-0.942964389918401,-0.015000003426257
2,-0.468564980499777,-0.921850839158502
2,-0.118796480088132,-1.17546943685843
1,-0.307764468611955,0.836237163697472
1,-0.677489211553886,1.36778889931551
1,-0.897135379897027,-0.378790325326026
1,-0.892705594761893,0.0829016175313608
2,0.352509759331189,-1.44832752546029
1,-0.980172793625434,-0.536022888054174
2,-0.592785445876849,-2.02392703346505
2,0.353946524499844,-0.0532276324646654
1,-0.822832501983876,-0.0261561201631803
1,-0.416766630708294,-0.101912399822832
1,-0.851902022536133,0.472841317473944
2,0.015180502930229,0.232524057958859
2,-0.902184638780587,-0.727617090611594
1,-0.419231302767361,0.547531486272956
2,0.354163981971254,-0.654592421226771
1,-0.856652891095015,0.792851168952749
1,-0.366157123263907,-0.00235542990201373
2,-0.101831152373079,-1.61288432415533
2,-0.937635456025022,-0.582272571213112
1,0.0928638503245924,0.758579337780872
2,-0.496316126822285,-0.604804413532662
2,-0.488481192732951,-0.625761854040237
1,-0.677050543520372,1.93163338134803
2,-1.08180482565109,-2.10229319791582
1,-0.321732724375514,1.74802940527549
2,-1.0275565776901,-0.880212419377242
2,-0.0976940951139075,-0.758420867554269
1,-0.209283028503635,2.50569135339371
2,0.016911515377544,-0.498395293967508
2,0.0538249999771451,0.24739728206392
1,0.0241820416942166,0.95737709327928
1,1.0467500287091,1.06394986155737
1,-0.344473112717483,0.673006582772112
1,0.410300797023871,0.851013623318307
2,0.357159669312993,-0.711830882683159
1,-0.349491797354368,0.610716729315982
2,0.710875286557821,-1.1536010932421
1,0.130819911457354,1.24211950705422
1,0.105530833515685,0.438797128060348
1,-0.940306769429634,-0.349869008403536
2,-0.457484041756047,-0.178524238017172
1,-0.281876549918128,0.702016613097647
1,-0.857940305462587,-0.0422099235206711
2,0.0410226114211743,-0.130097474549639
1,-0.298095987462961,0.81953275074162
1,0.186675014785577,1.14509733695076
1,-0.293851216206467,1.10613160176383
2,-0.332802347746383,0.10626392470834
2,-0.866385343155618,-0.590667568168521
1,0.988796027138976,1.41511783810926
2,-0.387949113149967,-0.1819713625644
2,-0.877348024932085,-0.989464242688681
1,-0.872824196922028,-0.140293071772552
2,-0.871999839608134,-1.19540193990404
2,-0.970378783924828,-0.376592681209559
1,-0.419410230002654,0.291344543365239
1,-0.424557251141311,-0.0192966050396712
2,-0.0404994610545019,0.0138041168993476
2,-0.490214905800252,-0.50165547937643
2,1.32141944298172,-1.49969229792739
2,-0.822736269651987,-0.611459831092138
2,0.0566567409184316,-0.195530159980938
2,-0.96843972934945,-1.18644599418015
1,0.121826987493923,1.60504938923428
2,0.0572538590002818,-0.0350762083247438
1,-0.423082644401435,0.680306702059166
1,-0.892494933263608,-0.331631721210382
2,0.302692390020493,-0.249458094445533
1,-0.849960473715304,-0.0647845035536288
1,-0.726791613620543,1.18077693659223
1,-0.686948699553689,2.27047257202686
2,-0.0472028508762107,-0.323592800070568
2,-0.459001552521645,-0.693651897936861
2,-0.463247230667441,-1.42633383261979
2,-0.958045820383166,-0.92532272504219
1,-0.803019660611823,0.343991141392539
1,-0.208262151017422,1.54735602593993
2,-0.668022557423593,-2.01694009591004
2,-0.440367476424841,-1.12153804086388
2,-0.466309207273656,-1.02102831968497
2,-0.0377438177355358,-0.48912584306287
1,-0.220269345678317,1.34179326224604
1,0.0408030601499108,0.763413992946882
2,1.29625703261687,-1.49735557624392
2,0.0629289107242056,0.661003652779895
2,-0.0596662874835354,-1.21678979971473
2,-0.10468718796321,-1.37392728501134
1,-0.405289905516363,-0.109925157116658
2,0.336106082534008,-1.44680418859769
2,-0.152688503991371,-1.25811147372412
1,-0.326868360734461,0.735914580026551
2,-1.03033527491037,-1.81178103940378
2,-0.883171344508465,-0.788679788433196
2,-1.00737721203909,-0.869833547283985
2,-0.0458314184556558,-0.122031725205
1,-0.589304887352552,2.26140482335261
1,-0.330943517386715,0.283129031312243
1,0.0521606729294708,0.229089873242743
2,-0.0297771957595136,-0.155096637506648
2,0.313536629305356,-1.21678276462191
1,-0.915087989401102,-0.017588761363248
1,-0.935831800859569,0.117342303273816
1,-0.309623863303526,1.77081800891722
2,-0.785202293085561,-0.213561043834935
2,0.319638157048506,-0.651386160675146
2,-0.0753913130817215,-0.119286628621158
1,0.528996967214969,0.839990835333827
2,-0.50841351017146,-1.34847864453862
2,-0.419996737233706,-0.162530893305948
2,-0.981240861211114,-0.587539549082999
1,-0.761431464893436,0.116110714588707
2,-0.900934637000921,-1.42428479825005
2,-0.180473739615049,-1.10475746751869
1,-0.772324491319496,0.279699511573027
2,-0.539182994580313,-0.580023792340582
2,0.0641287084296247,0.0384409509726345
1,-0.835320325198672,-0.467085275458538
2,-0.0940410907941924,-0.458632411804815
2,-0.549123236950992,-0.713602854249648
1,-0.795243994538442,-0.141218623712541
1,-0.931959329914916,-0.788424161189256
2,-0.496018852137521,-0.447646393886987
1,-0.979438079156566,-0.551068748537017
2,-0.837359573697517,-0.490305764175342
2,0.435988215162246,-0.0608464811655462
1,-0.827169997124891,0.205542315948309
2,-0.519157001486258,-1.05512753036925
2,-0.137706106691381,-1.10872910830168
2,-0.869062523691021,-0.530978723945018
2,-0.859725317625339,-0.861619664948941
2,-0.480451695452613,-1.42473613012098
1,-0.38879660929979,0.681071435929346
1,-0.399438180708029,0.000735234603127842
2,-0.924236079861983,-0.458828062858032
1,-0.35435045971512,1.44773574981174
1,-0.888785156436522,0.0825375437756767
2,-0.88691171575909,-0.867851149736192
2,-0.917018557710183,-0.839960975222052
1,-0.700438948382756,1.92607991512427
2,-0.126600667129489,-0.672806781931717
1,-0.894963895373121,0.389082622655415
2,-0.965931224748458,-0.981237912984945
1,-0.425512513651257,0.690601536889462
1,-0.788167237945493,0.865043498751948
2,-0.963400723770593,-1.81799695492037
1,-0.894865190840785,-0.861060991867331
1,-0.913466013185613,0.0848295457061734
1,0.0194147651696073,0.369887440192927
2,-1.07398680898929,-1.73983709261536
1,-0.94079634478912,-0.0610778992817741
2,-0.000725346548906459,-0.417442994947875
1,0.0607743201430066,0.707653764315441
2,-0.538585417369447,-1.96124260198728
